author,rating,title,content,updated_date
솔직한 리뷰만 적을게요,5,진짜 제발 적당히 좀 해라,"채팅방 데이터 거의 맨날 지우는 듯
이정도면 모든 이용자들이 톡서랍 구독해주시길 바라는건가요 진짜 초심 좀 찾자 고작 매월 몇천원 가벼운줄 알아? 그 돈도 없는 사람들과 학생 노약자들 많아요
제발 옛날로 돌아와",2025-07-02T05:52:55-07:00
아뱌뱝,5,폴더기능 있었으면 좋겠어요,인터넷 바탕화면에 새폴더 만들어서 정리하듯이 채팅목록에 폴더 만들어서 직장이나 친구 가족들 톡방 분류할수있는 기능이있었으면 좋겠어요,2025-07-02T03:16:51-07:00
않이ㅎㅋ;,5,자꾸 앱이 꺼져요,"웹에서 다운받은 파일을 톡방에 공유한다음, 해당 톡방에 들어가니 자꾸 카톡 앱이 꺼집니다 해결 부탁드려요",2025-07-01T21:05:44-07:00
무한장자,1,야이cfoot년아,존나왜이럼좆같네업데이트를햇는데도카톡이안보내짐ㅋㅋㅋㅋ이시발련이왜이러노갑자기...,2025-07-01T17:49:32-07:00
cherryjubille31,1,위젯 아이콘 모양 왜 안뜨나여,아이폰 어느순간 위젯 카톡로고 안보이는데 점점 무거운 앱이 되가서 슬퍼지네요 ㅠ,2025-07-01T16:00:16-07:00
고양이 집사 시아다옹,1,별 하나 주기도 아깝네;;,아니 나한테 링크 보넸었고  엄마한테 러브버그 있다고 잡아달라고 sos보넷는데 정지 풀어주삼;;;(안풀어주면 죽여버린다;;;),2025-07-01T07:49:00-07:00
멸공짱깨박멸,1,더불어공산당과 한패,ㅈㄱㄴ 개별로임 별 하나도 아까움,2025-07-01T07:36:35-07:00
카카오 미워,1,해킹,"해킹 당했는데 비번바꾸고  로그인하려하니 인증 요청 횟수 제한 걸려 24시간 안된다고 하네요.. 문의하기에 반나절 동안 4번 보내도 답도 없고.. 해킹한 ㄴ은 카톡에 있는 모든 사람에게 나인척 하면서 돈빌리고 있고.. 
친구랑 통화하는 와중에 그친구한테 카톡 보내는데 난 아무것도 할수 없고 너무 답답합니다.. 문의하면 응대를 빨리 해주던가 .. 직통으로 신고할수 있도록 만들어 놓던가..",2025-07-01T05:49:03-07:00
금비를 사랑하는 지윤,2,왜 이모티콘 받기가 안돼요??,안녕하세요! 어제 이벤트한걸 이제 보고 해볼려고 하는데 왜 매일 안하시는거죠? 저 이거 할려다가 갑분싸하면서 울 뻔 했어요;; 님들아 업뎃도 했는데 안주는게 왤캐 뻔하세요;; 원래는 1점 할려 하다가 2점 드릴게요;;,2025-07-01T03:43:42-07:00
MilkyJh7,1,돈독 너무 심하게 오름,"아니 뭔 채팅방에서 축하만 하면 걸리적거리게 축하포쏘기가 뜨고 그것만 뜨면 다행인데 자꾸 선물하기로 결제 유도해서 짜증남
어지간하면 인스타 디엠이 쓰게됨",2025-07-01T02:06:13-07:00
Asssddi,5,인권이란 없는건가요?,검열은 왜하는거죠? 민주당 왜지지하죠?,2025-07-01T00:51:31-07:00
vavdbsnwn,3,제발 폭죽 좀 없애주세요,축하한단 말만 들어가면 폭죽나와서 노이로제 걸릴 것 같아요 너무 거슬려요 방에 들어갈때마다 폭죽하라고 떠서 미칠거같아요 전 그냥 말로만 축하하고싶어요 ㅠ 온오프기능이라도 제발제발 그놈의 폭죽 좀 제발 그만 내눈에 안띄게해주세요ㅜ,2025-06-30T23:49:11-07:00
라면과 김밥,5,손가락 잘못 놀리면,드럼통 들어간다,2025-06-30T23:00:16-07:00
dourlight,2,qr로그인 인식이 너무 느림,아예 안돼서 종료하고 다시 시작해야 하는 상황이 너무 잦다,2025-06-30T18:43:40-07:00
미니-98-,1,카카오메일은 관리 안하시나요?,접속도 안 됨,2025-06-30T18:28:14-07:00
우취,2,해결좀 해주시면 감사하겠습니다.,"제가 카톡을 삼성폰으로만 사용하다가 이번에 1월달에 아이폰으로 바꾸면서 없었던 문제가 생겼습니다.
카톡이 오면 바로바로 알림이 뜨는게 맞는거 맞죠?
그런데 제 폰은 알림이 오면 한 30초에서 1분 정도 뒤에 알림이 울리고 또 어제는 카톡 알림이 4분에서 5분이나 늦게 알림이 울렸습니다... 이런 점은 제가 해결해야하는 건가요 아니면 카톡쪽에서 해결해 주실 수 있는건가요? ㅠㅠ 하는 일 특성상 톡을 빨리빨리 봐야해서... 해결 법좀 알려주세요..ㅠㅠ",2025-06-30T18:17:19-07:00
seoyoung777,1,스포방지,"일상에서 스포방지를 얼마나 쓴다고 제일 왼쪽에 배치했어요ㅠㅠ 오리기 붙이기 많이 사용하는데 스포방지는 맨 오른쪽으로 배치하는 게 좋을 거 같아요

습관적으로 오려두기 누르는데 스포방지 눌려서 너무 짜증나요..",2025-06-30T18:13:47-07:00
콩콩잉잉앙,2,배사 바꾸면 이전배사 사라지는거,참다참다 리뷰남깁니다 제목그대로 이전배사 사라지거나(사진 먹힘현상) 전에 사진 앞으로 땡겨오면 전에 사진이 그대로 남아서 한장 더 생깁니다 진짜 너무 스트레스받는데 해결좀 해주시고 배사 순서를 한눈에 보고 맘대로 바꿀수있는 시스템도 만들어주시면 좋을거같네요 인스타 스토리 누가봤는지 확인하는 그 창에 여러개 나타나지는 내 스토리 화면처럼,2025-06-30T16:52:09-07:00
딸기맛 원펀맨,1,영구정지,진짜로 자고 일어나니 영구정지먹고 계속 먹다 또 먹었는데 진짜 맛 가고 못쓰겠네요,2025-06-30T14:57:40-07:00
하아킹받네,1,에바임,나는 공산당이 싫어요,2025-06-30T11:29:00-07:00
메로니빵,1,광고때문에 너무 지저분함,"잡다한 기능이 너무 추가되서 쓰기싫다 회사단톡만 아니면 그냥 지워버리고싶을정도로; 쓸 이유가 없음 
요샌 텔레하는 추세라서 슬슬 갈아탈듯",2025-06-30T07:00:47-07:00
어려운딜러,1,키보드 툴바 제거 버튼의 위치의 불편함,키보드 툴바 제거 버튼의 위치를 바꿔주세요. 카톡을 보낼 때 자꾸 키보드 툴바 제거 버튼이 눌려서 툴바가 계속 제거 되고 카톡 보내는 것도 불편해저요. 카톡 보내는 버튼 밑에 다가는 키보드 툴바 제거 버튼 좀 두지마세요. 빠른 시일 내로 수정 해주시길 부탁드립니다.,2025-06-30T01:10:43-07:00
휔,5,사진 저장 날짜,아니 누가 사진 저장을 상대가 보낸 날짜로 저장되게 하나요 제발 저장한 날짜랑 갤러리에 저장되는 날짜 통일 좀 시켜주세요 원래 안 이랬는데 갑자기 이렇게 바뀌더는 설정으로 바꿀 수도 없고 뭐 어떡하라는 거죠,2025-06-30T00:56:13-07:00
마이트 가이,1,카카오톡,cia에 신고하면 어케됨?? 궁금해지네,2025-06-29T21:20:14-07:00
sygnos1,4,키보드 툴바의 맞츰법 검사 기능 보완,"키보드 툴바의 맞춤법 검사 후 
올바른 단어가 적색으로 표기되어 좋습니다만
현재는 적색 부분을 복사해서
해당 단어를 찾아 붙여넣기 해서 바꿔야 하는데
적색 단어를 클릭해서 자동변환(정정)될 수 있으면 아주 유용하겠습니다",2025-06-29T19:41:19-07:00
Kaitlin🤍,3,스포방지,오려두기 자리에 스포방지 메뉴가 생겨서 너무 불편합니다. 스포방지가 오려두기 보다 많이 쓰는 기능 아니잖아요. 순서라도 좀 바꿔주세요.,2025-06-29T08:39:12-07:00
☆ㅕ,4,옾챗 백업 기능,돈 내고 서랍 사용하는데도 오픈채팅은 백업 안해주시나요;; 유저가 필요로 하는 기능 먼저 추가 부탁드립니다.,2025-06-29T04:05:33-07:00
오성특급,1,아 개빡치네,앨범불러오기 실시간 반영 안되는데요 ㅡㅡ 캡쳐한거 공유할라햇는데 앨범불러오기 들어가도 바로 안보여요 ㅡㅡ 돈받앗음 일좀 하세요,2025-06-29T02:51:10-07:00
자유민주주의수호,1,ㅗ,ㅗ,2025-06-28T21:34:09-07:00
김운학여친 115년째,4,생일 날짜왜이럼?,제 생일이 12월 24일이거든요? 근데 버그인지 뭔진 모르겠는데 분명 24일로 설정해놨는데 1월 4일로 생일이라고 떠요!!!! 제 친구들도 10일 뒤로 생일이 뜨고요;; 이래서 카톡 생일 설정 안함 3점 줄려다가 인심 썼다 ㅋ,2025-06-28T20:59:20-07:00
호5랑,4,업데이트 제안 사항입니다.,"친구 중 일부의 알림만 배너로 뜨고, 나머지 친구의 카톡은 알림센터에만 알림이 뜨는 기능이 있었으면 좋겠습니다.",2025-06-28T20:45:46-07:00
바이크2만원수수료,1,2만원훔쳐간도둑,2만원삥뜯어서돈버니까좋나요?,2025-06-28T20:28:43-07:00
kwldnjs95,1,통수얼얼하네요,"짱깨한테 붙을줄이야 ㅋㅋ...
고딩때부터 썻던 국민메신저가 이런식으로 국민들 통수치고 농먹을줄은 몰랐다..
어디가서 한국국뽕이런걸로 광고하지마세요^^!

이재명따까리련들 ㅜ이재명강간살인~~~~~~",2025-06-28T15:03:05-07:00
슈sue,4,잘쓰고 있지만 광고가 많이 뜨네요,카톡에 광고들이 너무 많이 뜨는것 같아요 그리고 오류도 가끔씩 생기는 경우가 있어서 불편할때가 있습니다.,2025-06-28T09:11:20-07:00
느좋😻,3,아 ㅈㅂ🥺🥺🥺🥺🥺,개족같게 남이 날 차단했는지 안 떠서 얘가 날 씹는지 아님 차단한건지 몰라서 사람 빡치게 만드네요 ㅈㅂ 남이 날 차단했는지 뜨게 해주세요 진짜 답답해 미쳐서 죽을것 같아요🥺🥺🥺😭😭😭 좋사한테 톡을 보내도 1이 안 사라지는데 제발 차단 되었는지 떴으면 좋겠어요 아니 사람이 날 차단했는지 궁금해하는데 이대로 냅두셔도 됩니까 까까오톡은;;; 그리고 왜 삭제되었다는 것까지 구구절절 다 나와야 하나요??? 잘못 보낸걸 그렇게 동네방네 야 얘가 메세지 삭제함 ㄹㅇㅋㅋ!!!! 이래야 하나요 오해만 잔뜩잔뜩 생길 일이 생기게 되. 하 진짜 너무 힘들어요 이런 카카오톡,2025-06-28T06:40:41-07:00
카튼필드,1,광고 끊기지 않고 계속 나옴,매달 요금이 납부되고 있는데도 광고가 나옴,2025-06-28T05:46:28-07:00
뭉쨘,1,접근권한 연락처 창이 안뜸,폰 바꾸면서 카톡 깔았는데 연락처 접근권한 배너가 아예 없네요… 이런 경우는 어떻게 해야할까요…?,2025-06-28T04:08:44-07:00
개망겜이네 진짜,1,아니 진짜,"아니 제가 축구오픈채팅방에서 그냥 댓글 보는데 오징어 게임 3 스포를 다 해버리고 스포하는 애가 겁나 비웃고해가지고 욕을했는데 저는 욕으로 정지먹고 그 애는 신고했는데 안먹네요 이거 맞나요?
이런 카카오톡 놈들아",2025-06-28T03:38:19-07:00
분홍콩나물국,1,자유민주주의를 되돌려라,어떻게 윤석열 만세라는 말이 검열당합니까? 이게 정말 자유민주주의 국가 대한민국의 국민 메신저 앱이 맞습니까? 카톡 그까짓 거 없어도 되니 탈퇴하겠습니다,2025-06-28T03:25:17-07:00
handlergirl,1,"채팅 텍스트 바로 밑 뷰페이저, 친구목록하단 ,오픈채팅하단등에 있는거 광고 다 빼세요","채팅 텍스트 바로 하단 뷰페이저(광고),오픈채팅 텍스트 바로 하단, 친구목록 텍스트 바로하단에 있는 광고들 다 빼고, 메신저답게 바꾸세요 문어발 사업 그만 접고",2025-06-27T23:36:56-07:00
갸는 V13,1,별로야별로,노잼,2025-06-27T20:29:46-07:00
appappappi98,1,공산당 앱,어쩌다 이렇게 되었는지 마음이 아프네요. 개발자님들… 양심은 지켜주세요.,2025-06-27T14:49:22-07:00
김삭춘두,1,기능 없애세요,전남친카톡구경하다카톡한번도보내본적없는데중간에추천임티보내서대화시작하는거궁금해서눌렀다가전남친한테춘식이임티보내졌잖아요임티구경하려고한건데이게뭐예요설명이라도해주셔서야진짜제발이기능없애요,2025-06-27T03:39:43-07:00
은길21,3,스포일러기능,원래 잘라내기 있던 자리에 있으니 많이 불편하네요 개선부탁드립니다,2025-06-27T02:00:00-07:00
ㄱㅈㄷㅁㅁㅎㅁㄹ,1,제발 프사바꾸면 위에 안뜨게좀 해주세요,이걸 왜 굳이 위에 뜨게 만들어서 맘대로 바꾸지도 못하게 부담스럽게 만든건지 이해가 안돼요 빨간점도 마찬가지고 제발 끄게 해주세요 내홈표시꺼도 뜨던데 진짜 짜증남,2025-06-27T00:26:34-07:00
AjTuIlFi&a,1,카카오톡,갑자기 만료된 건 뭡니까. 멀쩡히 쓰고 있는 메인 기기에서 만료되었다고 여태 그런 적 없는데. 또 몇 개월간 메인기기에서만 카카오톡 알림도 안 뜨고 소리만 안나는 거면 몰라 배지도 안 뜨고 알림센터에도 안 떠 근데 카톡은 왔음. 진짜 점유율 높은 것만 아니였으면 진작에 지웠을 것,2025-06-26T23:33:23-07:00
아이우에오예,1,자유가 없다,자유가 없다,2025-06-26T22:28:30-07:00
업데이트좀행,2,아니 이거 업데이트가 왜 안 되죠,업데이트 눌러서 1시간을 기다려도 대기 중이라고만 하고 업데이트 진행이 안 됩니다. 이거 무슨 문제가 있어서 안 되는건가요,2025-06-26T22:18:49-07:00
:) :) :)나:) :) :),5,업데이트 기능 + 오류,수정하기 기능 좀 제발 만들어주세요 그리고 프로필 업데이트 AD 좀 없애주세요...... 관심 없는 광고 보고 싶지 않아요 / 오류 문제도 심한데 아이폰 사용 중인데 카톡 쓸 때 유독 키보드 소리가 심하게 납니다 애플고객센터에 문의해보니 카카오톡 오류 문제일 수도 있다네요 오류 같은 거 싹 다 좀 없애주세요,2025-06-26T02:54:42-07:00
초4잼민이,4,좋은데……,"단톡방에 사이버 폭력이 너무 심함니다 욕설도 쓰고……….
이런 사람들은 벤 해주세요ㅠ^ㅠ",2025-06-26T01:21:42-07:00
음머어우,5,개발자님들봐주세요!!!!!,"카카오톡 너무너무 잘 쓰고 있어요 멀티프로필 기능도 좋구여…!! 
근데 멀티프로필을 설정한 후 차단했을 때 제 원래 프로필로 돌아오잖아요 ㅠㅠㅠ 이름을 안 밝히고 싶은 상대한테 불편해요..ㅠㅠ 멀티프로필해놓은 채로 차단했을 때 차단 당한 사람은 계에속 멀티프로필을 보면 좋겠어요…ㅠㅠ 부탁드립니당!!!!!!!!!!",2025-06-26T01:10:01-07:00
(.&&@))(,1,옾챗 누가 내보냈는지 알았으면 좋겠어요,아니 누가 내보냈는지 몰라서 자꾸 누가 테러해요 옾챗에서,2025-06-26T00:07:13-07:00
ㅋㅋㅌㅎ교,1,찢짜이밍,"찢짜이밍 외치면 검열 당해서 계정 정지된다는게 사실인가요? 공산주의, 사회주의가 좋으면 거기로 가서 사세요. 자유민주주의 대한민국에서 국민들 통제하려고 하지 마십시오.",2025-06-25T23:39:31-07:00
곰탱이속불여우,1,서비스 받기 어려움,로그인 하라고 해서 시작했는데 다음 페이지로 안 넘어가요,2025-06-25T19:11:13-07:00
솗주빈,5,이건 아니잖아,"짝녀 프로필보면서 좋았는데 갑자기 차단먹음…
그래도 예뻤음",2025-06-25T18:26:32-07:00
오루러으류,1,위젯에 어플 모양이 안떠요,위젯 만들면 어플 모양이 안뜨고 투명으로 되는데 저만 그런가 다들 말씀이 없으시네요.. 빠른 수정 됐으면 좋겠습니다,2025-06-25T15:22:36-07:00
(•=•);,4,카카오톡 알림이 울리지않아요,"13미니입니다 언젠가부터 알림은 안울리고 들어가보면 수십개가 쌓여있고 그래요 
고쳐주세요",2025-06-25T13:15:43-07:00
몽이이야22,4,오픈채팅,방장들 갑질 너무너무 심해요 상업적인곳도 있고 돈요구나 불합리한 규칙 요구 강퇴 너무 심합니다 방이 무슨 사업인거마냥 하는데 이것도 가게처럼 차라리 하트만 누르는거 말고 후기 적을수있게 해줍쇼 사기방들도 많고 너무 심하네요 카카오톡 측에는 딱히 불만은 없습니다 가만히 있는데 되려 신고먹는거? 그런데 바로 풀어쥼요,2025-06-25T05:33:55-07:00
글씨체 업데이트,4,업데이트 부탁드립니다.,"카카오톡 글씨체 굵기 조정이 가능했으면 좋겠습니다. 
가능하다면, 글씨체 굵기 조정을 정식 서비스로 제공하면서 옵션 기능으로 추가해주시길 부탁드립니다.",2025-06-24T20:40:03-07:00
오야둔나,1,일좀합시다,"현재 개인 메시지와 기업(업체) 메시지의 알림이 동일하게 처리되고 있어, 구분이 되지 않아 불편합니다.
예를 들어 친구나 가족 등 개인 메시지의 알림은 유지하고 싶지만, 업체나 광고성 메시지는 알림을 끄고 싶을 때가 많습니다.

하지만 현재는 이를 분리해서 설정할 수 있는 기능이 없어, 전부 끄거나 전부 켜야 하는 상황입니다.
개인 메시지와 업체 메시지의 알림을 각각 따로 설정할 수 있도록 기능 개선을 요청드립니다.",2025-06-24T19:56:10-07:00
빨간돼지81,1,예전엔 차단친구 해제하면,"목록에 바로 떴었는데 이젠 뜨지도않아요 불편한점이 많아요 수정좀 부탁드립니다
그리고 채팅창 목록에 글쓰는거처럼 동기화버튼 좀 없애주세요",2025-06-24T08:13:39-07:00
뚝스가 되,5,좋긴한데,자꾸 ‘\’ 표시가 ‘₩’ 이걸로 써져요ㅜㅜ 이것 좀 고쳐주세요,2025-06-24T07:45:45-07:00
파워나갔다,5,건의사항,"너무잘쓰고 있습니다
읽은사람이 누구인지 알려주는 것을 추가해주세요",2025-06-24T07:30:42-07:00
대박암ㅇㅇ,5,카카오톡사랑해요,어 일단 가장 슬픈건 카카오톡이 렉걸리면 돌아오는 시간이 느리다는거 ㅠㅠㅠ 근데 업뎃 하니깐 축하해 하면 폭죽두되구.... 아 글구 새로나온 스포방지도 진짜 넘넘 굿굿❤️‍🔥❤️‍🔥,2025-06-24T05:16:14-07:00
화성fc가 나라 구해요 ㅜㅜ,3,카카오톡 정치 얘기,아니 정치 얘기 하면 카카오톡 계정 정지 된다는데 심한거 아니면은 경고로 하셔도 될것 같아요 ㅜㅜ 그리고 심하면 정지로 해고 될것 같아요 !! ( 제 의견이였습니다 ! ),2025-06-24T05:12:31-07:00
짖삐,1,카톡,"안녕하세요 카카오톡 3년째 써가는 사람입니다.
솔직히 이번에 업데이트 된것 저는 진짜 너무너무 별로라고 생각해요.
욕 쓴 저의 잘못도 있지만 이 행위를 더하면 90일 카톡 사용금지, 계정 탈퇴와 같은 벌은 너무나 어이 없다고 생각합니다.
스포 금지는 좋지만 신고를 해 사람 카톡을 못 쓰게 하는것은 아니라고 생각합니다.
이 점만 바꿔주시면 전 너무 좋겠네요.
1주일이 지나더라도 하루 빨리 이 기능이 없어지면 좋겠습니다.
전 카톡 없이 못 사는 사람인데 갑자기 카톡을 못 쓰게 하는것은 진짜 너무나도 아니라고 생각해요.
제발 신고를 해서 남 카톡을 못 쓰게 하는점은 제 생각엔
사생활 침해라고 생각합니다.
제발 다시 한번 더 강조하지만 남 카톡을 신고해 사람 카톡을 쓰게 하는것은 아니라 생각하고 어이없다 생각합니다.
그러고 막상 카톡업체에선 또 문자 날라오네요…ㅎ
제발 바꿔주시기 바랍니다.",2025-06-24T02:12:33-07:00
수수깡이요,5,조용한 채팅방 숨기기 하단스와이프 기능 말고,"숨김친구처럼 아예 설정 들어가서 볼 수 있게 바꿔주세요 너무 쉽게 보여서 싫습니다 부탁드려요 그리고 조용한 채팅방인데 상단고정 되는 것도 싫어요 하단 고정으로 바꿔주시면 안될까요..조용한 채팅방이나 일반 채팅방에서 채팅방 하단고정 만들어주세요 제발요 부탁드립니다
그리고 카톡 비활성화 기능 도입 좀 해주세요 부탁합니다…아니면 대화 불가 기능 만들어주세요ㅜㅜ",2025-06-24T01:59:09-07:00
빈데스요,3,복구,리뷰를 처음 써보는 건데 일단 할 말이 너무 쌓였네요. 일단 제가 잠시 공기계를 쓰는 일이 있었는데 근데 공기계로 로그인을 하고 다시 원래 쓰던 폰을 쓰는데 원래 있던 내용들이 싹다 없어져서 별로네요.,2025-06-24T01:46:40-07:00
클로디아 프린세스,5,"(업데이트 추천)제발 봐줘요, 굿아이디어입니다","만약 1대1채팅이면 괜찮은데, 3명, 4명부터는 누가
봤다는 표시가 있어도 누가 봤는지 모르잖아요? 그니깐 누가 봤는지도 알게 해주세욧! 그럼 더 유저가 많아질듯요",2025-06-24T01:42:04-07:00
탈퇴하고싶어요.,1,헌법위에 올라선 카톡,과 리 짜오밍,2025-06-24T01:26:17-07:00
두산양,1,이재명 검열?,우리나라는 중국식민대입니까?,2025-06-24T00:49:14-07:00
;;;;;아니,5,살려주세요,계정이 갑자기 삭제됌; 이모티콘등등 돈으로 샀는데 거의 2-3만원정도됌 근데 계정이 날라갔는데 다시 로그인하니까 갑자기 이미 있는 계정때문에 계정 삭제됐니 뭐라니 이런 창이뜸; 복구도 안돼고 어떻게 하는지 제작자님 좀 알려주세요ㅠㅠ 진짜 제발ㅠ 좋은 앱인데 진짜 제발.!!,2025-06-23T23:18:10-07:00
이재명감옥가자,1,검열시작,중국 공산당 앱 카카오톡은 잘가라~ 여러분들 쓰지마세여,2025-06-23T23:06:25-07:00
합격하기,4,검열의 시작,중국과 별로 다를 바 없음 내수 원툴기업 역겨움,2025-06-23T20:15:41-07:00
이 점만,4,좋은데,다른 기기 로그인 됐다 해서 못하고 있네요..,2025-06-23T19:33:08-07:00
살리아크,1,카톡 애플워치 알림,저번 업데이트 이후로 카톡 애플워치 알림시 보낸이 이름이 뜨지 않는 버그가 있습니다 언제쯤 고쳐주실건가요,2025-06-23T17:03:14-07:00
황당하네ㅋㅋ,1,ㅋㅋㅋ이미 망해가는,근데 공적인단체카톡같은거 빼고는 이미 친구나 가족들이랑은 카톡안쓰지않음??? ㅋㅋㅋ 이번 검열로 망하는거에 더 불을지폈다고볼수있지 ㅋㅋㅋ 공적단체방도 요즘엔 카톡으로 잘 안하고 다른것도 많이하더라 ㅋㅋㅋㅋ 뭐라도되는줄알고 공산당앞잡이처럼 통제하고 검열뽕에 취했나본데 아마 빠른시일내로 몰락할거라고 예측한다 ㅋㅋㅋ,2025-06-23T08:04:59-07:00
ウンチルギサム,1,민주주의 국가 아냐?,왠 검열임? 🛢️ 아차찻 이런 댓글 달면 바로 드럼통으로💫 제발 저를 민주파출소에 신고하지 말아주세요 ㅠㅠ,2025-06-23T07:47:46-07:00
왕짜정,1,광고만따로분류,너무 많아삭제힘듬 광고만 좀 분류원함,2025-06-23T02:50:14-07:00
